49,003,960601,49003960601
49,003,960602,49003960602
49,005,000501,49005000501
49,005,000502,49005000502
49,005,001001,49005001001
49,005,001002,49005001002
49,005,001201,49005001201
49,005,001202,49005001202
49,005,001401,49005001401
49,005,001402,49005001402
49,005,980100,49005980100
49,007,000500,49007000500
49,007,000600,49007000600
49,009,960100,49009960100
49,011,125405,49011125405
49,011,125406,49011125406
49,011,125701,49011125701
49,011,125702,49011125702
49,011,125807,49011125807
49,011,125808,49011125808
49,011,125907,49011125907
49,011,125908,49011125908
49,011,126001,49011126001
49,011,126002,49011126002
49,011,126405,49011126405
49,011,126406,49011126406
49,011,127100,49011127100
49,013,940600,49013940600
49,015,976500,49015976500
49,017,000400,49017000400
49,019,000300,49019000300
49,021,110701,49021110701
49,021,110702,49021110702
49,031,960100,49031960100
49,035,100307,49035100307
49,035,100308,49035100308
49,035,101101,49035101101
49,035,101102,49035101102
49,035,102701,49035102701
49,035,102702,49035102702
49,035,110401,49035110401
49,035,110402,49035110402
49,035,111701,49035111701
49,035,111702,49035111702
49,035,111801,49035111801
49,035,111802,49035111802
49,035,111903,49035111903
49,035,111904,49035111904
49,035,111905,49035111905
49,035,111906,49035111906
49,035,112001,49035112001
49,035,112002,49035112002
49,035,112403,49035112403
49,035,112404,49035112404
49,035,112618,49035112618
49,035,112619,49035112619
49,035,112816,49035112816
49,035,112817,49035112817
49,035,112818,49035112818
49,035,112819,49035112819
49,035,112820,49035112820
49,035,112821,49035112821
49,035,112822,49035112822
49,035,112823,49035112823
49,035,112920,49035112920
49,035,112921,49035112921
49,035,113019,49035113019
49,035,113020,49035113020
49,035,113105,49035113105
49,035,113107,49035113107
49,035,113108,49035113108
49,035,113309,49035113309
49,035,113310,49035113310
49,035,113534,49035113534
49,035,113535,49035113535
49,035,113536,49035113536
49,035,113537,49035113537
49,035,113538,49035113538
49,035,113539,49035113539
49,035,113701,49035113701
49,035,113702,49035113702
49,035,113906,49035113906
49,035,113907,49035113907
49,035,114000,49035114000
49,035,114100,49035114100
49,035,114200,49035114200
49,035,114300,49035114300
49,035,114500,49035114500
49,035,114600,49035114600
49,035,114700,49035114700
49,035,114800,49035114800
49,035,115106,49035115106
49,035,115209,49035115209
49,035,980000,49035980000
49,043,964101,49043964101
49,043,964102,49043964102
49,043,964201,49043964201
49,043,964202,49043964202
49,043,964203,49043964203
49,043,964303,49043964303
49,043,964304,49043964304
49,043,964305,49043964305
49,043,964306,49043964306
49,043,964307,49043964307
49,043,964308,49043964308
49,043,964401,49043964401
49,043,964402,49043964402
49,045,130701,49045130701
49,045,130702,49045130702
49,045,130703,49045130703
49,045,131001,49045131001
49,045,131002,49045131002
49,045,980000,49045980000
49,047,940201,49047940201
49,047,968200,49047968200
49,047,968301,49047968301
49,047,968302,49047968302
49,047,968401,49047968401
49,047,968402,49047968402
49,049,000104,49049000104
49,049,000105,49049000105
49,049,000205,49049000205
49,049,000206,49049000206
49,049,000504,49049000504
49,049,000505,49049000505
49,049,000506,49049000506
49,049,000507,49049000507
49,049,000508,49049000508
49,049,000509,49049000509
49,049,000603,49049000603
49,049,000604,49049000604
49,049,000708,49049000708
49,049,000709,49049000709
49,049,000710,49049000710
49,049,000711,49049000711
49,049,001105,49049001105
49,049,001106,49049001106
49,049,001107,49049001107
49,049,001108,49049001108
49,049,001701,49049001701
49,049,001702,49049001702
49,049,002204,49049002204
49,049,002205,49049002205
49,049,002206,49049002206
49,049,002207,49049002207
49,049,002701,49049002701
49,049,002702,49049002702
49,049,002801,49049002801
49,049,002802,49049002802
49,049,002901,49049002901
49,049,002902,49049002902
49,049,003001,49049003001
49,049,003002,49049003002
49,049,003103,49049003103
49,049,003104,49049003104
49,049,003105,49049003105
49,049,003106,49049003106
49,049,003204,49049003204
49,049,003205,49049003205
49,049,010103,49049010103
49,049,010104,49049010104
49,049,010105,49049010105
49,049,010106,49049010106
49,049,010107,49049010107
49,049,010108,49049010108
49,049,010109,49049010109
49,049,010110,49049010110
49,049,010111,49049010111
49,049,010112,49049010112
49,049,010113,49049010113
49,049,010208,49049010208
49,049,010209,49049010209
49,049,010210,49049010210
49,049,010211,49049010211
49,049,010212,49049010212
49,049,010213,49049010213
49,049,010214,49049010214
49,049,010215,49049010215
49,049,010216,49049010216
49,049,010217,49049010217
49,049,010218,49049010218
49,049,010219,49049010219
49,049,010220,49049010220
49,049,010303,49049010303
49,049,010304,49049010304
49,049,010305,49049010305
49,049,010404,49049010404
49,049,010405,49049010405
49,049,010406,49049010406
49,049,010407,49049010407
49,049,010408,49049010408
49,049,010409,49049010409
49,049,010410,49049010410
49,049,010411,49049010411
49,049,010503,49049010503
49,049,010504,49049010504
49,049,010505,49049010505
49,049,010506,49049010506
49,049,010700,49049010700
49,049,010900,49049010900
49,049,980100,49049980100
49,051,940500,49051940500
49,051,960100,49051960100
49,051,960200,49051960200
49,051,960400,49051960400
49,053,270801,49053270801
49,053,270802,49053270802
49,053,270901,49053270901
49,053,270902,49053270902
49,053,271701,49053271701
49,053,271702,49053271702
49,057,200203,49057200203
49,057,200204,49057200204
49,057,201301,49057201301
49,057,201302,49057201302
49,057,210100,49057210100
49,057,210203,49057210203
49,057,210204,49057210204
49,057,210303,49057210303
49,057,210304,49057210304
49,057,210403,49057210403
49,057,210404,49057210404
49,057,210508,49057210508
49,057,210509,49057210509
49,057,210510,49057210510
49,057,210511,49057210511
49,057,210512,49057210512
