,zip,asian_d,black_d,hispanic_d,native_d,native_h_d,Unknown,white_d,total,p_white_d,p_black_d,p_hispanic_d,p_native_d,p_native_h_d,p_Unknown_d,p_asian_d,population,white,black,native,asian,native_h,mixed,hispanic,p_white,p_black,p_native,p_asian,p_native_h,p_mixed,p_hispanic,white_popp,black_popp,hispanic_popp,native_popp,asian_popp,white_prop,black_prop,hispanic_prop,native_perc_prop,asian_perc_prop
550,21221,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41748.0,28271.0,10926.0,28.0,590.0,0.0,1248.0,2085.0,0.6771821404618186,0.2617131359586088,0.0006706908115358819,0.014132413528791798,0.0,0.029893647599885026,0.04994251221615407,3.537193590605214e-05,0.0,0.0,0.0,0.0,1.4767075802058647,0.0,0.0,0.0,0.0
551,21222,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54725.0,43020.0,6276.0,663.0,1734.0,21.0,2366.0,2691.0,0.7861123800822293,0.11468250342622202,0.012115121059844677,0.031685701233439924,0.0003837368661489264,0.04323435358611238,0.04917313841936957,2.3245002324500234e-05,0.0,0.0,0.0,0.0,1.2720827522082754,0.0,0.0,0.0,0.0
552,21223,0,4,0,0,0,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25127.0,4580.0,18986.0,191.0,388.0,0.0,634.0,1358.0,0.1822740478369881,0.7556015441556891,0.007601384964380945,0.015441556890993751,0.0,0.0252318223425001,0.05404544911847813,0.0,0.00021068155482987464,0.0,0.0,0.0,0.0,1.3234488570525649,0.0,0.0,0.0
553,21224,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49686.0,35312.0,8730.0,201.0,873.0,20.0,1290.0,9660.0,0.7107032161977217,0.1757034174616592,0.004045405144306243,0.01757034174616592,0.0004025278750553476,0.02596304794106992,0.1944209636517329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,21226,0,0,0,0,0,0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7779.0,5685.0,1656.0,0.0,105.0,0.0,165.0,194.0,0.7308137292711145,0.21288083301195526,0.0,0.01349787890474354,0.0,0.021210952564596992,0.024938938166859492,0.00035180299032541777,0.0,0.0,,0.0,1.3683377308707123,0.0,0.0,,0.0
555,21228,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48961.0,33011.0,10162.0,235.0,3993.0,66.0,976.0,2636.0,0.6742305099977534,0.20755295030738752,0.0047997385674312205,0.081554706807459,0.0013480116827679174,0.019934233369416476,0.05383876963297318,0.0,0.000196811651249754,0.0,0.0,0.0,0.0,4.8180476284196025,0.0,0.0,0.0
556,21230,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34293.0,22197.0,9685.0,54.0,1241.0,13.0,635.0,1857.0,0.6472749540722597,0.2824191525967399,0.0015746653836059838,0.03618814335287085,0.00037908611086810717,0.018516898492403698,0.054150992914005776,0.0,0.00010325245224574084,0.0,0.0,0.0,0.0,3.54083634486319,0.0,0.0,0.0
557,21231,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16545.0,9757.0,5300.0,75.0,616.0,0.0,497.0,1523.0,0.5897249924448474,0.3203384708371109,0.004533091568449683,0.03723179208220006,0.0,0.03003928679359323,0.09205197944998489,0.0,0.0003773584905660377,0.0,0.0,0.0,0.0,3.121698113207547,0.0,0.0,0.0
558,21234,0,1,0,0,0,1,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,69447.0,44442.0,19160.0,68.0,3551.0,21.0,1611.0,2879.0,0.639941250161994,0.2758938471064265,0.000979163966766023,0.0511325183233257,0.0003023888720895071,0.023197546330295044,0.04145607441646147,2.2501237568066243e-05,5.2192066805845514e-05,0.0,0.0,0.0,0.5208811484631655,1.2081941544885175,0.0,0.0,0.0
559,21237,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30987.0,17473.0,9633.0,139.0,2078.0,6.0,897.0,2660.0,0.5638816277793913,0.31087230128763677,0.004485752089585956,0.06706038015942169,0.00019362958660083262,0.028947623196824476,0.08584245005970245,0.0,0.00010380982040901069,0.0,0.0,0.0,0.0,3.2167549050140143,0.0,0.0,0.0
560,21239,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31933.0,4318.0,25922.0,30.0,825.0,0.0,522.0,735.0,0.13522061816929196,0.8117621269533085,0.0009394670090501989,0.02583534274888047,0.0,0.01634672595747346,0.023016941721729873,0.0,7.715454054471106e-05,0.0,0.0,0.0,0.0,1.231887971607129,0.0,0.0,0.0
561,21401,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37068.0,27080.0,6625.0,17.0,859.0,0.0,587.0,4011.0,0.7305492608179562,0.17872558541059674,0.00045861659652530486,0.023173626847955108,0.0,0.01583576130355023,0.10820653933311751,0.0,0.0001509433962264151,0.0,0.0,0.0,0.0,5.595169811320755,0.0,0.0,0.0
562,21557,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1937.0,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,
563,21620,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12679.0,9945.0,2394.0,0.0,184.0,0.0,136.0,283.0,0.7843678523542866,0.18881615269343008,0.0,0.01451218550358861,0.0,0.010726397980913321,0.022320372269106395,0.0,0.0004177109440267335,0.0,,0.0,0.0,5.296157059314954,0.0,,0.0
564,21639,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4379.0,3881.0,325.0,30.0,15.0,0.0,65.0,194.0,0.8862754053436858,0.074217857958438,0.006850879196163508,0.003425439598081754,0.0,0.0148435715916876,0.04430235213519068,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,13.473846153846155,0.0,0.0,0.0
565,21701,0,1,0,0,0,0,1,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,36588.0,29723.0,3796.0,117.0,1356.0,0.0,1129.0,3364.0,0.8123701760139936,0.10374986334317263,0.0031977697605772384,0.037061331584125945,0.0,0.0308571116212966,0.09194271345796436,3.3643979409884604e-05,0.00026343519494204424,0.0,0.0,0.0,0.6154829593244289,4.8192834562697575,0.0,0.0,0.0
566,21740,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61849.0,46608.0,9742.0,170.0,1203.0,42.0,3431.0,3661.0,0.7535772607479506,0.1575126517809504,0.0027486297272389204,0.01945059742275542,0.0006790732267296156,0.05547381525974551,0.059192549596598164,0.0,0.00010264832683227263,0.0,0.0,0.0,0.0,6.3486963662492295,0.0,0.0,0.0
567,21766,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,551.0,7.0,0.0,0.0,0.0,0.0,7.0,0.9874551971326165,0.012544802867383513,0.0,0.0,0.0,0.0,0.012544802867383513,0.0018148820326678765,0.0,0.0,,,1.012704174228675,0.0,0.0,,
568,21771,0,0,0,0,0,0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29220.0,27300.0,652.0,171.0,371.0,0.0,588.0,756.0,0.9342915811088296,0.022313483915126626,0.005852156057494866,0.01269678302532512,0.0,0.020123203285420943,0.025872689938398356,7.326007326007326e-05,0.0,0.0,0.0,0.0,1.0703296703296703,0.0,0.0,0.0,0.0
569,21788,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11827.0,11587.0,45.0,3.0,44.0,6.0,142.0,61.0,0.9797074490572419,0.003804853301767143,0.0002536568867844762,0.0037203010061723175,0.0005073137735689524,0.012006425974465208,0.00515769003128435,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,193.88524590163934,0.0,0.0
570,21801,0,3,0,0,0,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29494.0,17438.0,9768.0,66.0,1280.0,0.0,750.0,1797.0,0.5912388960466536,0.33118600393300335,0.00223774326981759,0.04339865735403811,0.0,0.025428900793381705,0.060927646300942565,0.0,0.0003071253071253071,0.0,0.0,0.0,0.0,3.0194512694512694,0.0,0.0,0.0
571,21804,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40100.0,26307.0,10644.0,130.0,1184.0,64.0,1061.0,1814.0,0.6560349127182045,0.2654364089775561,0.0032418952618453864,0.029526184538653365,0.0015960099750623442,0.026458852867830424,0.04523690773067331,0.0,9.394964299135663e-05,0.0,0.0,0.0,0.0,3.767380683953401,0.0,0.0,0.0
572,21901,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18326.0,16606.0,1005.0,124.0,327.0,33.0,195.0,252.0,0.906144275892175,0.05484011786532795,0.006766342900796682,0.01784350103677835,0.001800720288115246,0.010640619884317363,0.013750954927425516,6.0219197880284235e-05,0.0,0.0,0.0,0.0,1.1035770203540889,0.0,0.0,0.0,0.0
573,21911,0,0,0,0,0,0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10678.0,10182.0,150.0,59.0,0.0,0.0,188.0,159.0,0.9535493538115752,0.014047574452144596,0.005525379284510208,0.0,0.0,0.01760629331335456,0.014890428919273273,0.00019642506383814575,0.0,0.0,0.0,,1.04871341583186,0.0,0.0,0.0,
574,21921,0,1,0,0,0,0,2,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,43940.0,37205.0,4188.0,20.0,741.0,0.0,1085.0,2407.0,0.8467228038233955,0.09531178880291306,0.0004551661356395084,0.01686390532544379,0.0,0.02469276285844333,0.05477924442421484,5.375621556242441e-05,0.0002387774594078319,0.0,0.0,0.0,0.7873493706043094,3.4972938554600446,0.0,0.0,0.0
575,22025,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16774.0,11089.0,4113.0,41.0,832.0,18.0,495.0,1352.0,0.6610826278764755,0.2452009061643019,0.0024442589722189103,0.04960057231429593,0.0010730893048765948,0.029509955884106355,0.08060093001073089,0.0,0.00024313153415998054,0.0,0.0,0.0,0.0,4.078288353999514,0.0,0.0,0.0
576,22030,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58759.0,36486.0,5066.0,239.0,12369.0,32.0,2752.0,7405.0,0.6209431746626048,0.08621657958780783,0.004067462005820385,0.21050392280331523,0.0005445974233734407,0.046835378410115897,0.12602324750251026,0.0,0.00019739439399921041,0.0,0.0,0.0,0.0,11.598697196999604,0.0,0.0,0.0
577,22042,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34124.0,19585.0,1788.0,52.0,6888.0,0.0,2054.0,9881.0,0.5739362325635916,0.0523971398429258,0.0015238541788770367,0.20185206892509672,0.0,0.06019224006564295,0.2895615988746923,0.0,0.0,0.00010120433154539014,0.0,0.0,0.0,0.0,3.453496609654893,0.0,0.0
578,22060,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10099.0,6146.0,2110.0,5.0,356.0,13.0,921.0,1428.0,0.6085751064461828,0.2089315773838994,0.0004950985246063966,0.03525101495197544,0.0012872561639766314,0.09119714823249826,0.14140013862758688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,22153,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31141.0,21807.0,3528.0,96.0,3343.0,7.0,1678.0,3951.0,0.7002665296554381,0.11329115956456119,0.0030827526412125494,0.10735043832889117,0.00022478404675508172,0.05388394720786102,0.12687453838990398,4.5856834961250974e-05,0.0,0.0,0.0,0.0,1.4280276975283166,0.0,0.0,0.0,0.0
580,22203,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22932.0,16751.0,1412.0,0.0,2332.0,27.0,723.0,3592.0,0.7304639804639804,0.061573347287633,0.0,0.10169195883481598,0.0011773940345368916,0.0315279958137101,0.1566370137798709,0.0,0.0,0.00027839643652561246,,0.0,0.0,0.0,6.3841870824053455,,0.0
581,22206,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20677.0,15342.0,3034.0,115.0,1048.0,35.0,659.0,3038.0,0.7419838467862843,0.14673308507036803,0.0055617352614015575,0.050684335251728975,0.0016927020360787348,0.03187116119359675,0.1469265367316342,6.518055012384304e-05,0.0,0.0,0.0,0.0,1.3477382349107028,0.0,0.0,0.0,0.0
582,22301,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12156.0,10391.0,778.0,0.0,262.0,13.0,304.0,1030.0,0.8548042119118131,0.0640013162224416,0.0,0.021553142481079302,0.0010694307337940111,0.025008226390259954,0.08473181967752551,9.6237128284092e-05,0.0,0.0,,0.0,1.1698585314214223,0.0,0.0,,0.0
583,22304,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47576.0,25010.0,13523.0,48.0,4364.0,33.0,3115.0,8147.0,0.5256852194383723,0.28423995291743737,0.0010089120564990752,0.09172692113670758,0.0006936270388431142,0.06547418866655456,0.17124180258954094,0.0,7.394808844191378e-05,0.0,0.0,0.0,0.0,3.51815425571249,0.0,0.0,0.0
584,22305,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17965.0,11657.0,2230.0,13.0,981.0,0.0,769.0,6803.0,0.648872808238241,0.12413025327024771,0.0007236292791539104,0.05460617868076816,0.0,0.04280545505148901,0.3786807681603117,0.0,0.0004484304932735426,0.0,0.0,0.0,0.0,8.056053811659192,0.0,0.0,0.0
585,22308,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13453.0,11909.0,329.0,18.0,634.0,12.0,475.0,774.0,0.8852300602096187,0.024455511781758716,0.0013379915260536683,0.04712703486211254,0.0008919943507024455,0.03530810971530514,0.057533635620307735,8.397010664203544e-05,0.0,0.0,0.0,0.0,1.1296498446553027,0.0,0.0,0.0,0.0
586,22401,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27853.0,17816.0,6446.0,54.0,629.0,26.0,1605.0,3015.0,0.6396438444691774,0.23142928948407712,0.0019387498653645927,0.022582845653969053,0.0009334721573977669,0.057623954331669835,0.10824686748285642,5.612932195779075e-05,0.0,0.0,0.0,0.0,1.5633700044903458,0.0,0.0,0.0,0.0
587,22405,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30230.0,24049.0,3528.0,184.0,501.0,0.0,1313.0,1976.0,0.7955342375124049,0.11670525967581873,0.006086668871981476,0.01657294078729739,0.0,0.04343367515712868,0.06536553092954019,4.158177055179009e-05,0.0,0.0,0.0,0.0,1.2570169237806146,0.0,0.0,0.0,0.0
588,22407,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57950.0,40727.0,10498.0,254.0,1802.0,109.0,1361.0,6047.0,0.7027955133735979,0.18115616911130283,0.004383088869715271,0.03109577221742882,0.0018809318377911992,0.02348576358930112,0.1043485763589301,0.0,9.525623928367309e-05,0.0,0.0,0.0,0.0,5.520099066488855,0.0,0.0,0.0
589,22485,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24726.0,19001.0,4181.0,62.0,298.0,13.0,1026.0,1067.0,0.7684623473267006,0.16909326215319906,0.0025074820027501414,0.01205209091644423,0.0005257623554153522,0.04149478281970396,0.04315295640216776,5.2628809010052104e-05,0.0,0.0,0.0,0.0,1.3012999315825484,0.0,0.0,0.0,0.0
590,22556,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27931.0,18714.0,5079.0,24.0,825.0,42.0,1230.0,3332.0,0.6700082345780674,0.18184096523575954,0.0008592603200744692,0.02953707350255988,0.0015037055601303212,0.04403709140381655,0.11929397443700548,0.0,0.0,0.00030012004801920766,0.0,0.0,0.0,0.0,8.38265306122449,0.0,0.0
591,22580,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4998.0,3901.0,946.0,7.0,73.0,0.0,71.0,52.0,0.7805122048819528,0.18927571028411364,0.0014005602240896359,0.014605842336934774,0.0,0.014205682272909163,0.010404161664665866,0.0002563445270443476,0.0,0.0,0.0,0.0,1.2812099461676492,0.0,0.0,0.0,0.0
592,22603,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14726.0,13859.0,488.0,12.0,51.0,0.0,195.0,1514.0,0.9411245416270542,0.03313866630449545,0.0008148852369957897,0.0034632622572321066,0.0,0.013241885101181584,0.10281135406763547,7.21552781585973e-05,0.0,0.0,0.0,0.0,1.0625586261635038,0.0,0.0,0.0,0.0
593,22701,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33717.0,25760.0,5185.0,73.0,464.0,4.0,1462.0,3860.0,0.7640062876293857,0.1537799922887564,0.0021650799300056353,0.013761603938665955,0.00011863451671263754,0.043360915858469025,0.11448230862769523,0.0,0.0003857280617164899,0.0,0.0,0.0,0.0,6.502796528447445,0.0,0.0,0.0
594,22713,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,1435.0,94.0,0.0,20.0,0.0,35.0,182.0,0.9036523929471033,0.05919395465994962,0.0,0.012594458438287154,0.0,0.02204030226700252,0.11460957178841309,0.0006968641114982578,0.0,0.0,,0.0,1.1066202090592334,0.0,0.0,,0.0
595,22733,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1977.0,1254.0,623.0,0.0,92.0,0.0,8.0,93.0,0.6342943854324734,0.31512392513909965,0.0,0.04653515427415276,0.0,0.004046535154274153,0.04704097116843703,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
596,22801,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39467.0,34007.0,1992.0,23.0,1734.0,20.0,956.0,6168.0,0.8616565738465046,0.05047254668457192,0.0005827653482656397,0.0439354397344617,0.0005067524767527301,0.0242227683887805,0.15628246383054198,2.9405710588996384e-05,0.0,0.0,0.0,0.0,1.1605551798159204,0.0,0.0,0.0,0.0
597,22802,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29223.0,25016.0,1816.0,56.0,472.0,39.0,1066.0,5578.0,0.8560380522191424,0.06214283270027034,0.0019162988057352085,0.01615166136262533,0.0013345652397084489,0.03647811655203093,0.19087704889983917,3.997441637352095e-05,0.0,0.0,0.0,0.0,1.1681723696834028,0.0,0.0,0.0,0.0
598,22853,0,0,0,0,0,0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.0,4200.0,79.0,0.0,4.0,0.0,43.0,334.0,0.9450945094509451,0.017776777677767776,0.0,0.0009000900090009,0.0,0.009675967596759675,0.07515751575157516,0.0004761904761904762,0.0,0.0,,0.0,1.0580952380952382,0.0,0.0,,0.0
599,22902,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23495.0,18069.0,3464.0,97.0,752.0,11.0,568.0,2596.0,0.7690572462226005,0.14743562460097892,0.004128537986805703,0.03200680995956587,0.00046818472015322407,0.024175356458821025,0.11049159395616089,0.0,0.0002886836027713626,0.0,0.0,0.0,0.0,6.782621247113164,0.0,0.0,0.0
600,22920,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,3424.0,94.0,0.0,18.0,0.0,62.0,191.0,0.9130666666666667,0.025066666666666668,0.0,0.0048,0.0,0.016533333333333334,0.05093333333333333,0.0002920560747663551,0.0,0.0,,0.0,1.0952102803738317,0.0,0.0,,0.0
601,23004,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,691.0,326.0,334.0,0.0,0.0,0.0,2.0,31.0,0.4717800289435601,0.4833574529667149,0.0,0.0,0.0,0.002894356005788712,0.04486251808972504,0.0,0.0029940119760479044,0.0,,,0.0,2.068862275449102,0.0,,
602,23112,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52029.0,39927.0,7629.0,131.0,2068.0,10.0,1669.0,2166.0,0.7673989505852505,0.14662976416998214,0.0025178265967056835,0.03974706413730804,0.00019220050356531934,0.0320782640450518,0.04163062907224817,0.0,0.00013107877834578582,0.0,0.0,0.0,0.0,6.81989775855289,0.0,0.0,0.0
603,23139,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24318.0,21703.0,2058.0,23.0,49.0,0.0,448.0,450.0,0.8924664857307344,0.0846286701208981,0.000945801463936179,0.0020149683362118594,0.0,0.018422567645365574,0.018504811250925242,4.607657927475464e-05,0.0,0.0,0.0,0.0,1.1204902548034834,0.0,0.0,0.0,0.0
604,23150,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11500.0,8238.0,2641.0,225.0,64.0,0.0,305.0,130.0,0.7163478260869566,0.2296521739130435,0.01956521739130435,0.005565217391304348,0.0,0.026521739130434784,0.011304347826086957,0.0,0.0003786444528587656,0.0,0.0,0.0,0.0,4.354411207875804,0.0,0.0,0.0
605,23185,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48780.0,37632.0,7038.0,317.0,2156.0,12.0,1425.0,3040.0,0.7714637146371464,0.14428044280442803,0.006498564985649856,0.04419844198441984,0.0002460024600246002,0.02921279212792128,0.062320623206232065,0.0,0.00014208581983518045,0.0,0.0,0.0,0.0,6.930946291560103,0.0,0.0,0.0
606,23219,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.0,1569.0,1820.0,64.0,331.0,0.0,95.0,157.0,0.40005099439061703,0.46404895461499235,0.01631820499745028,0.08439571647118817,0.0,0.02422233554309026,0.04003059663437022,0.0006373486297004461,0.0,0.0,0.0,0.0,2.49968132568515,0.0,0.0,0.0,0.0
607,23220,0,2,0,0,0,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34862.0,20690.0,11047.0,65.0,1798.0,31.0,916.0,1189.0,0.5934828753370432,0.31687797601973494,0.0018644942917790143,0.05157478056336412,0.0008892203545407607,0.02627502725030119,0.03410590327577305,0.0,0.0001810446275006789,0.0,0.0,0.0,0.0,3.155788901964334,0.0,0.0,0.0
608,23225,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42187.0,19404.0,18895.0,121.0,774.0,10.0,1902.0,3408.0,0.4599521179510276,0.44788678976936025,0.0028681821414179723,0.018346884111219097,0.00023703984639817952,0.04508497878493375,0.08078317965249958,0.0,5.292405398253506e-05,0.0,0.0,0.0,0.0,2.2327070653612067,0.0,0.0,0.0
609,23227,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25946.0,11494.0,12825.0,13.0,350.0,8.0,810.0,762.0,0.442996993756263,0.4942958452169891,0.0005010406228320357,0.013489555230093271,0.00030833269097356046,0.031218684961073,0.029368688815231636,0.0,7.797270955165692e-05,0.0,0.0,0.0,0.0,2.0230799220272906,0.0,0.0,0.0
610,23231,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37452.0,13096.0,22562.0,99.0,152.0,0.0,1007.0,1149.0,0.34967424970629074,0.6024244366121969,0.002643383530919577,0.004058528249492684,0.0,0.02688774965288903,0.03067926946491509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,23233,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30873.0,23519.0,2046.0,0.0,4230.0,32.0,1035.0,654.0,0.7617983351148252,0.06627149936838014,0.0,0.1370129239140997,0.001036504388948272,0.03352443883004567,0.021183558449130307,4.2518814575449636e-05,0.0,0.0,,0.0,1.3126833623878567,0.0,0.0,,0.0
612,23234,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43439.0,15472.0,21988.0,465.0,1129.0,11.0,1728.0,8974.0,0.3561776283984438,0.5061810815166095,0.010704666313681254,0.025990469393862656,0.0002532286654849329,0.039779921268905824,0.20658854946016253,0.0,4.5479352374022196e-05,0.0,0.0,0.0,0.0,1.9755775877751502,0.0,0.0,0.0
613,23237,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21641.0,14715.0,4974.0,167.0,575.0,0.0,711.0,2695.0,0.6799593364447114,0.22984150455154567,0.0077168337877177575,0.02656993669423779,0.0,0.03285430432974447,0.12453213807125364,0.0,0.0,0.00037105751391465676,0.0,0.0,0.0,0.0,8.030055658627086,0.0,0.0
614,23314,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7609.0,5829.0,1117.0,8.0,81.0,0.0,414.0,428.0,0.766066500197135,0.14679984229202261,0.0010513865159679327,0.010645288474175318,0.0,0.05440925220134052,0.0562491786042844,0.00017155601303825698,0.0,0.0,0.0,0.0,1.3053697032080975,0.0,0.0,0.0,0.0
615,23323,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38315.0,22202.0,13243.0,36.0,738.0,16.0,1540.0,1994.0,0.5794597416155552,0.34563486885031974,0.0009395797990343208,0.019261385880203576,0.00041759102179303144,0.040193135847579275,0.052042281090956544,0.0,7.551159102922299e-05,0.0,0.0,0.0,0.0,2.8932266102846786,0.0,0.0,0.0
616,23325,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17800.0,9906.0,6554.0,49.0,516.0,22.0,359.0,793.0,0.5565168539325843,0.36820224719101124,0.002752808988764045,0.02898876404494382,0.0012359550561797752,0.020168539325842696,0.04455056179775281,0.0,0.00015257857796765334,0.0,0.0,0.0,0.0,2.7158986878242293,0.0,0.0,0.0
617,23434,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49375.0,22710.0,24071.0,93.0,394.0,33.0,1681.0,1583.0,0.4599493670886076,0.48751392405063293,0.0018835443037974683,0.007979746835443039,0.0006683544303797468,0.034045569620253166,0.03206075949367088,4.403346543372963e-05,0.0,0.0,0.0,0.0,2.1741523557904006,0.0,0.0,0.0,0.0
618,23451,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43154.0,35335.0,4980.0,82.0,795.0,17.0,1621.0,2399.0,0.8188116976410066,0.11540065810817074,0.0019001714788895584,0.0184223942160634,0.00039393798952588405,0.03756314594243871,0.055591602168976226,2.8300551860761285e-05,0.0,0.0,0.0,0.0,1.2212820149992925,0.0,0.0,0.0,0.0
619,23456,0,3,0,0,0,0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53258.0,37186.0,8037.0,81.0,4938.0,3.0,2621.0,2596.0,0.6982237410342108,0.1509069060047317,0.0015208982688046865,0.0927184648315746,5.632956551128469e-05,0.04921326373502572,0.04874385068909835,0.0,0.0003732736095558044,0.0,0.0,0.0,0.0,6.6266019659076765,0.0,0.0,0.0
